,William Berger PhD,Justin Johnson,Thomas Ruiz,Jenna Torres,Ronald Lewis,Allison Schmidt,Eric Vargas,Nichole Jefferson,Jessica Ramirez,Bryan Jones,Samuel Roberson,Kyle Murray,Dylan Wall,Justin Sanchez,Benjamin Carpenter,Kathleen Duncan,Lindsey Sanders,Erik Petersen,Alejandra Lopez,Amy Murphy,Morgan Kennedy DDS,Brett Hutchinson,Susan Riley MD,George Davila,Roy Vasquez,Eric Wallace,Rachel Duran,Ryan Moreno,Pamela Larson,Brooke Franklin,Victor Fox,Michelle Rivera,Emily Benitez,James Harper,Linda Gomez,Rebecca Kelly,Molly Bailey,Joshua Maynard,Earl Carney,Shaun Holmes,Matthew Gill,Karen Edwards,John Stuart,Jessica Oconnor,Philip Barnes,Evan Hunt,Robert Bridges DDS,Randy Woodard,Tony Jones,Sydney Gutierrez,Dustin Henry,Melissa Chen,Colin Guzman,Sharon Smith,Michael Rice,Philip Sims,Dennis Williams,Isaac Shaw,Matthew Stewart,Alexandra Christensen,Rebecca Ballard,Michael Baker,Christina Ross,Colleen Howard,Jonathan Jennings,Jason Mccall,Sean Boone,Andrea Cole,Pamela Macdonald,Diana Reyes,Susan Flores,Stephanie Shannon,Jamie Key,Jessica Potter,Barry Vaughn,Jill Stone,Melissa Gray,Dustin Hall,Kelly Collins,Robert Gill
Samuel Roberson,0.8292682926829269,0.32249322493224936,0.4366318587274941,0.38162009150455883,0.7198509485094852,0.8292682926829269,0.5491100856954516,0.7014396192742416,0.7271817410413177,0.6912939798351673,0.0,0.8292682926829269,0.5431439234650968,0.5017421602787456,0.5817496663948402,0.7198509485094852,0.6789167215996486,0.6996410561478974,0.7256097560975611,0.5431439234650968,0.6097560975609757,0.5926657448665833,0.7198509485094852,0.4039094560211157,0.44162492129971803,0.3699448529411764,0.6682135320454617,0.8085365853658537,0.6141011319958134,0.7256097560975611,0.39534786428481783,0.7198509485094852,0.8292682926829269,0.5381341886030947,0.7198509485094852,0.5344202898550725,0.4803691883094121,0.6726287262872629,0.8292682926829269,0.6996410561478974,0.6893292682926829,0.6797607879924954,0.6893292682926829,0.6845719190329733,0.5189151104386984,0.8292682926829269,0.49486521181001286,0.6757151067816632,0.8292682926829269,0.49386974158807356,0.5189588840503475,0.8292682926829269,0.7707942464040026,0.4471737243545859,0.8292682926829269,0.7474932249322493,0.6066176470588235,0.71875,0.8292682926829269,0.44562201574396704,0.47036295005807194,0.7104488136718103,0.2954268292682927,0.39931876871975047,0.6893292682926829,0.5702710687370912,0.5822154471544716,0.5684583581201667,0.7198509485094852,0.480362075255368,0.8292682926829269,0.4366318587274941,0.5119579945799457,0.5683860427121018,0.3567164179104478,0.8292682926829269,0.4805313588850174,0.44710027100271005,0.6097560975609757,0.7650987224157957
Kyle Murray,0.8292682926829269,0.32249322493224936,0.43818036552481776,0.38162009150455883,0.7405337179949514,1.0,0.5491100856954516,0.7014396192742416,0.8425512934879572,0.6912939798351673,1.0,0.0,0.5740970192869667,0.5017421602787456,0.5817496663948402,0.7198509485094852,0.6789167215996486,0.6996410561478974,0.7352941176470589,0.5740970192869667,0.7352941176470589,0.5926657448665833,0.7198509485094852,0.4039094560211157,0.44162492129971803,0.3699448529411764,0.6682135320454617,0.975,0.7405337179949514,0.7352941176470589,0.39534786428481783,0.7198509485094852,1.0,0.5450617283950617,0.7198509485094852,0.5344202898550725,0.5565811930072356,0.6726287262872629,0.8292682926829269,0.6996410561478974,0.698529411764706,0.6797607879924954,0.698529411764706,0.6845719190329733,0.525595238095238,0.8292682926829269,0.49486521181001286,0.6757151067816632,0.8292682926829269,0.49386974158807356,0.5338696193817002,0.8292682926829269,0.7707942464040026,0.4471737243545859,0.8292682926829269,0.7474932249322493,0.6066176470588235,0.71875,0.8292682926829269,0.44562201574396704,0.5672023809523808,0.7104488136718103,0.2954268292682927,0.39931876871975047,0.698529411764706,0.5702710687370912,0.7007936507936507,0.5684583581201667,0.7198509485094852,0.480362075255368,0.8292682926829269,0.43818036552481776,0.5187908496732027,0.5683860427121018,0.3567164179104478,0.8292682926829269,0.4848732677347896,0.44710027100271005,0.7352941176470589,0.7650987224157957
Dylan Wall,0.7012195121951219,0.3154320987654321,0.4812771175249952,0.3226934597281195,0.8035714285714285,0.7012195121951219,0.5777027027027027,0.7012195121951219,0.6148963251452318,0.5845500564782664,0.7012195121951219,0.7012195121951219,0.0,0.46593637454981984,0.5424012158054712,0.6566620370370371,0.5740839925291145,0.6994215134459036,0.7097222222222223,1.0,0.5156025824964132,0.5406412203970798,0.7056666666666667,0.3415410841355022,0.5325476992143658,0.5882352941176471,0.6680038510911426,0.6836890243902438,0.5192766924964598,0.7097222222222223,0.6151960784313726,0.8035714285714285,0.7012195121951219,0.8333333333333333,0.8035714285714285,0.3747459349593496,0.43708147321428564,0.8111111111111111,0.7012195121951219,0.6994215134459036,0.674236111111111,0.6019060139750806,1.0,0.7045978215333053,0.8035714285714285,0.7012195121951219,0.45364955748271457,0.5713767447050828,0.7012195121951219,0.508316999820456,0.5793151105651104,0.7012195121951219,0.6517745465916197,0.4602549757989706,0.6164955209980492,0.5557022126774082,0.4253721305595408,0.5040015243902438,0.7012195121951219,0.43684126984126986,0.39773337688734023,0.6007471586195454,0.24980945121951217,0.44250731966994944,0.674236111111111,0.5394828791055206,0.6511479591836734,0.5682799796747967,0.6566620370370371,0.4708967948717949,0.7012195121951219,0.4812771175249952,0.5007484567901234,0.5499069643806486,0.3502417758148035,0.8111111111111111,0.5261479591836734,0.5391503267973856,0.5156025824964132,0.6469584785133565
Justin Sanchez,1.0,0.3888888888888889,0.5265266531713899,0.4601889338731444,1.0,1.0,0.6621621621621622,0.8458536585365853,0.8768956289027654,0.8336192109777016,1.0,1.0,0.6549676724137931,0.0,0.5917306655731829,0.8680555555555556,0.8186936936936937,0.8436848030018762,0.875,0.6549676724137931,0.7352941176470589,0.7146851629273505,0.8680555555555556,0.4870672852019336,0.5325476992143658,0.417799351874168,0.8057869062901156,0.975,0.7405337179949514,0.875,0.476743012814045,1.0,1.0,0.6489265215507906,0.873015873015873,0.5344202898550725,0.5792687270789969,0.8111111111111111,1.0,0.8436848030018762,0.8312499999999999,0.8197115384615384,0.8312499999999999,0.8768328445747801,0.625750574352548,1.0,0.596749226006192,0.8148329228837703,1.0,0.6325722664432342,0.7209254709254709,1.0,0.9294871794871795,0.5727617476609412,0.8434959349593496,0.7603178635953025,0.6066176470588235,0.71875,1.0,0.5373677248677249,0.5672023809523808,0.85671768707483,0.35625,0.4815314563973461,0.8312499999999999,0.6876798181829629,0.7020833333333334,0.6854939024390244,0.8680555555555556,0.5792601495726496,1.0,0.5265266531713899,0.617361111111111,0.6854066985645934,0.43585643212508884,1.0,0.6547619047619048,0.5391503267973856,0.7352941176470589,0.9226190476190477
Benjamin Carpenter,0.8605769230769231,0.33466880341880345,0.5527757825083801,0.3960279767466003,0.7470285790598291,0.8605769230769231,0.5698414760914762,0.727922138836773,0.7546361421807453,0.7173934556010029,0.8605769230769231,0.8605769230769231,0.5636500642407162,0.5206851971557854,0.0,0.7470285790598291,0.7045488998613999,1.0,0.7530048076923077,0.8173076923076923,0.7322135585003232,0.6150415584807487,0.7470285790598291,0.4191588656305102,0.4582982603815937,0.4807692307692308,0.6934416164708207,0.8390625,0.6372862284668092,0.7530048076923077,0.410274035065933,0.7470285790598291,0.8605769230769231,0.6810897435897435,0.7470285790598291,0.5066802536231884,0.4985052987843291,0.6980235042735043,0.8605769230769231,0.7260556718141147,0.7153545673076923,0.8605769230769231,0.7153545673076923,0.7104176065869614,0.6567651098901098,0.8605769230769231,0.5147058823529411,0.7502082427929886,0.8605769230769231,0.5125155590377364,0.5385519301534927,0.8605769230769231,0.8557692307692308,0.46405655585948896,0.7258931363352096,0.9555555555555556,0.5220411481900452,0.6185396634615385,0.8605769230769231,0.46244626322751325,0.4881212797619047,0.7372714710884355,0.3065805288461539,0.41439485911117774,0.7153545673076923,0.5918013819939921,0.6041967147435898,0.5899202333489681,0.7470285790598291,0.49849791718030906,0.8605769230769231,0.5527757825083801,0.5312867254273503,0.5898451877070299,0.408912579957356,0.8605769230769231,0.6142857142857142,0.4639803293112117,0.7322135585003232,0.7939846611721613
Kathleen Duncan,1.0,0.3888888888888889,0.5464063384267119,0.4601889338731444,1.0,1.0,0.6621621621621622,0.8458536585365853,0.8768956289027654,0.8336192109777016,1.0,1.0,0.6549676724137931,0.6050420168067226,0.5917306655731829,0.0,0.8186936936936937,0.8794871794871795,0.875,0.6549676724137931,0.7352941176470589,0.8233173076923077,1.0,0.4870672852019336,0.5325476992143658,0.417799351874168,0.8057869062901156,0.975,0.7405337179949514,0.875,0.476743012814045,1.0,1.0,0.7475633528265108,1.0,0.5344202898550725,0.5792687270789969,0.8111111111111111,1.0,0.8794871794871795,0.8312499999999999,0.8197115384615384,0.8312499999999999,0.8768328445747801,0.7208646616541354,1.0,0.6710526315789473,0.8148329228837703,1.0,0.6325722664432342,0.7209254709254709,1.0,0.9294871794871795,0.5727617476609412,0.8434959349593496,0.7603178635953025,0.6066176470588235,0.71875,1.0,0.6190476190476191,0.5672023809523808,0.85671768707483,0.35625,0.4815314563973461,0.8312499999999999,0.6876798181829629,0.7020833333333334,0.7145833333333333,1.0,0.6673076923076924,1.0,0.5464063384267119,0.617361111111111,0.6854066985645934,0.43585643212508884,1.0,0.6547619047619048,0.5391503267973856,0.7352941176470589,0.9226190476190477
Lindsey Sanders,0.9027777777777779,0.3510802469135803,0.5126300552871011,0.4871794871794872,0.9545454545454546,0.9027777777777779,0.5977852852852854,0.7636178861788618,0.7916418872038855,0.7525728987993141,0.9027777777777779,0.9027777777777779,0.6618400443384177,0.553475935828877,0.5342012953091235,0.7836612654320989,0.0,0.7980769230769231,0.7899305555555557,0.6618400443384177,0.6790360374919199,0.6452018831983026,0.7836612654320989,0.4397135213628568,0.4807722284574137,0.5103243802809644,0.7274465126230212,0.8802083333333335,0.6685373843009979,0.7899305555555557,0.43595234625886264,0.9545454545454546,0.9027777777777779,0.585836443066686,0.8333333333333334,0.4824627616747183,0.522950934168539,0.7322530864197532,0.9027777777777779,0.7616598915989161,0.7504340277777778,0.7980769230769231,0.8399720475192173,0.8369768061850174,0.5952380952380952,0.9027777777777779,0.5387319401444789,0.7356130553811816,0.9027777777777779,0.6038189816049053,0.6881561313379495,0.9027777777777779,0.8391203703703705,0.5467271227672621,0.7614893857271907,0.6863980713013149,0.5476409313725491,0.6488715277777779,0.9027777777777779,0.48512364050558504,0.512057705026455,0.7734256897203328,0.32161458333333337,0.5881704721882302,0.7504340277777778,0.8399720475192173,0.6338252314814816,0.6188486619241194,0.7836612654320989,0.5229431905864198,0.9027777777777779,0.5126300552871011,0.5573398919753086,0.6187699362041469,0.416044776119403,0.9027777777777779,0.625,0.5881704721882302,0.6790360374919199,0.8329199735449737
Erik Petersen,0.8605769230769231,0.33466880341880345,0.5527757825083801,0.3960279767466003,0.7470285790598291,0.8605769230769231,0.5698414760914762,0.727922138836773,0.7546361421807453,0.7173934556010029,0.8605769230769231,0.8605769230769231,0.5636500642407162,0.5206851971557854,0.5092297554692296,0.7470285790598291,0.7045488998613999,0.0,0.7530048076923077,0.5636500642407162,0.7322135585003232,0.6150415584807487,0.7470285790598291,0.4191588656305102,0.4582982603815937,0.3595484806994042,0.6934416164708207,0.8390625,0.6372862284668092,0.7530048076923077,0.410274035065933,0.7470285790598291,0.8605769230769231,0.55845118921919,0.7470285790598291,0.5066802536231884,0.4985052987843291,0.6980235042735043,0.8605769230769231,0.7260556718141147,0.7153545673076923,0.8605769230769231,0.7153545673076923,0.7104176065869614,0.5385065038899332,0.8605769230769231,0.5147058823529411,0.7012264095970908,0.8605769230769231,0.5125155590377364,0.5385519301534927,0.8605769230769231,0.7998952169625247,0.46405655585948896,0.7258931363352096,0.6543120076132651,0.5220411481900452,0.6185396634615385,0.8605769230769231,0.46244626322751325,0.4881212797619047,0.7372714710884355,0.3065805288461539,0.41439485911117774,0.7153545673076923,0.5918013819939921,0.6041967147435898,0.5899202333489681,0.7470285790598291,0.49849791718030906,0.8605769230769231,0.5527757825083801,0.5312867254273503,0.5898451877070299,0.32879961171705574,0.8605769230769231,0.48912585533679287,0.4639803293112117,0.7322135585003232,0.7939846611721613
Alejandra Lopez,0.74631217838765,0.2950191570881226,0.4413521879571027,0.3434446057087566,0.6630200501253133,0.74631217838765,0.4941796856891196,0.6312708864996024,0.6544378870250311,0.74631217838765,0.7513636363636363,0.74631217838765,0.7485344827586207,0.4515502255790823,0.4416158020426961,0.6478404326281684,0.611001073972772,0.687109529621322,0.0,0.7485344827586207,0.584620503144192,0.5333782408056434,0.6478404326281684,0.4360555057435417,0.4346230158730159,0.440314401622718,0.6630200501253133,0.7276543739279587,0.5526693322463179,1.0,0.46049547836375926,0.6478404326281684,0.74631217838765,0.6240740740740741,0.6478404326281684,0.4045481832009595,0.4323153055781673,0.6619642857142857,0.74631217838765,0.6296522432008855,0.95,0.687109529621322,0.95,0.6262513904338153,0.6017857142857144,0.74631217838765,0.44536121481182517,0.6081197336993626,0.74631217838765,0.45179564595582383,0.4779880418696207,0.74631217838765,0.6936876017064695,0.4647168803418803,0.6295112886806397,0.5674344810468543,0.45579044117647055,0.5400426136363636,0.74631217838765,0.4010440773412471,0.423310044515233,0.6393788433040454,0.2658737135506003,0.3593727901860811,0.95,0.5132238231413501,0.8023809523809524,0.5115924476007195,0.6478404326281684,0.4340185676392572,0.74631217838765,0.4413521879571027,0.7055555555555555,0.5115273662872291,0.2898453136615772,0.7586206896551724,0.4341202709153837,0.4400115546218487,0.584620503144192,0.6885618312505104
Amy Murphy,0.7012195121951219,0.27401026392961875,0.4812771175249952,0.3226934597281195,0.8035714285714285,0.7012195121951219,0.46432102834541855,0.7012195121951219,0.6148963251452318,0.5845500564782664,0.7012195121951219,0.7012195121951219,0.5382758620689656,0.46593637454981984,0.5424012158054712,0.6278935185185185,0.5740839925291145,0.6994215134459036,0.6511479591836734,0.0,0.5156025824964132,0.5169556011841168,0.6278935185185185,0.3415410841355022,0.3752319487290161,0.5882352941176471,0.6680038510911426,0.6836890243902438,0.5192766924964598,0.6511479591836734,0.3670006996566956,0.8035714285714285,0.7012195121951219,0.8333333333333333,0.8035714285714285,0.3747459349593496,0.43708147321428564,0.5715071219103476,0.7012195121951219,0.6994215134459036,0.6185905612244897,0.6019060139750806,0.6185905612244897,0.7045978215333053,0.8035714285714285,0.7012195121951219,0.45364955748271457,0.5713767447050828,0.7012195121951219,0.508316999820456,0.5793151105651104,0.7012195121951219,0.6517745465916197,0.4602549757989706,0.6164955209980492,0.5557022126774082,0.4253721305595408,0.5040015243902438,0.7012195121951219,0.38869598765432095,0.39773337688734023,0.6007471586195454,0.24980945121951217,0.44250731966994944,0.6185905612244897,0.48221450665268734,0.6511479591836734,0.5682799796747967,0.6278935185185185,0.41899817485754987,0.7012195121951219,0.4812771175249952,0.4594210600907029,0.5499069643806486,0.3502417758148035,0.7045978215333053,0.5261479591836734,0.44250731966994944,0.5156025824964132,0.6469584785133565
Morgan Kennedy DDS,0.6241097612065354,0.33642880417073967,0.5959252971137521,0.26142415779477185,0.8651026392961877,0.6241097612065354,0.3761611217155572,0.5646377226235605,0.5472791215575595,0.5649320558542879,0.6241097612065354,0.6241097612065354,0.5666142620588532,0.4289164346090342,0.36307564537566533,0.5680800613663517,0.4650835637537587,0.5631899335911923,0.7569648093841642,0.5666142620588532,0.0,0.4855804477780284,0.6104740957966764,0.33007867278607533,0.4607084201414602,0.33330250709344306,0.5684960201089233,0.608507017176372,0.5110126661259125,0.7569648093841642,0.45060212250677156,0.5680800613663517,0.6241097612065354,0.562818336162988,0.5680800613663517,0.3335369194853767,0.36152726693168646,0.7016943629846856,0.5680800613663517,0.5631899335911923,0.719116568914956,0.5201177341158467,0.719116568914956,0.8651026392961877,0.5427176813000242,0.5680800613663517,0.3812116201274202,0.46289033683513603,0.6241097612065354,0.6241097612065354,0.6236745276334719,0.5680800613663517,0.528023133962314,0.5650993831437381,0.5175544361224929,0.4665178181159692,0.3785959948495527,0.4485788908671973,0.5680800613663517,0.37791253549318066,0.39076246334310855,0.617930456640134,0.22233910242982824,0.27354841930003315,0.719116568914956,0.3906571933137791,0.6073741446725318,0.4575918210428438,0.5680800613663517,0.49493852921272274,0.6241097612065354,0.5959252971137521,0.5340807266210491,0.49877927289564883,0.3770605497856341,0.8651026392961877,0.5664362519201229,0.4664203706898204,0.45890423618127607,0.5758155534941249
Brett Hutchinson,0.7596153846153846,0.34099055066797,0.3718598692070679,0.31318413555255664,1.0,0.7596153846153846,0.45063813813813813,0.5936116322701689,0.6661034104165237,0.5725921515268884,0.7596153846153846,0.7596153846153846,0.5742971673071089,0.519213139801375,0.44503302548515317,0.6805555555555556,0.5571665415415415,0.5985398860398861,0.7672287390029325,0.5742971673071089,0.611125921976362,0.0,0.6805555555555556,0.3345543158069035,0.4669553139738868,0.3378218631218287,0.6571428571428571,0.740625,0.5906959971150378,0.7672287390029325,0.45671198179499894,0.8954545454545454,0.7596153846153846,0.5143065998329156,0.7817460317460317,0.4059538740245262,0.4870588699494949,0.7112088628217661,0.6805555555555556,0.5985398860398861,0.7288673020527858,0.5578592414529915,0.7288673020527858,0.8768328445747801,0.558390022675737,0.6805555555555556,0.45668859649122806,0.6659151818050122,0.7596153846153846,0.6325722664432342,0.7209254709254709,0.6805555555555556,0.7596153846153846,0.5727617476609412,0.6299249530956849,0.5678073535543048,0.4607960972850678,0.5459735576923077,0.6805555555555556,0.49848484848484853,0.45169491525423733,0.6507759353741497,0.2706129807692308,0.3277089078259717,0.7288673020527858,0.46800432070784975,0.6156097262952103,0.4863136574074074,0.6805555555555556,0.501649560117302,0.7596153846153846,0.3718598692070679,0.5413224991854023,0.5498405103668261,0.43585643212508884,0.8768328445747801,0.6547619047619048,0.4727447146991739,0.5585407239819005,0.7008356227106227
Susan Riley MD,0.9305555555555556,0.3618827160493827,0.5464063384267119,0.42823136902084274,0.9305555555555556,0.9305555555555556,0.6161786786786787,0.7871138211382114,0.8160000991178512,0.775728987993139,0.9305555555555556,0.9305555555555556,0.6094838062739464,0.5630252100840336,0.5506382582417119,0.9305555555555556,0.761839964964965,0.8794871794871795,0.8142361111111112,0.6094838062739464,0.6842320261437909,0.7661424946581197,0.0,0.45324316817402155,0.4955652201022571,0.3887855079940174,0.7498294822421909,0.9072916666666667,0.6891077653564132,0.8142361111111112,0.443635859146403,0.9305555555555556,0.9305555555555556,0.6956492311024476,0.9305555555555556,0.497307769726248,0.5390417321429555,0.754783950617284,0.9305555555555556,0.8794871794871795,0.7735243055555555,0.7627871260683761,0.7735243055555555,0.8159416748126426,0.6708046157059316,0.9305555555555556,0.6244517543859649,0.7582473032390641,0.9305555555555556,0.5886436368291207,0.670861202111202,0.9305555555555556,0.8649394586894588,0.5329866262955981,0.7849198283649503,0.7075180119567399,0.5644914215686274,0.6688368055555556,0.9305555555555556,0.6190476190476191,0.5278133267195766,0.797223403250189,0.3315104166666667,0.4480917719253082,0.7735243055555555,0.6399242752535904,0.6533275462962964,0.7145833333333333,0.9305555555555556,0.6673076923076924,0.9305555555555556,0.5464063384267119,0.5744888117283949,0.6378090111642744,0.4055886243386243,0.9305555555555556,0.609292328042328,0.5017093318809005,0.6842320261437909,0.8585482804232805
George Davila,0.8327615780445968,0.323851724795121,0.492476412900881,0.38322766277086034,0.7228833142748237,0.8327615780445968,0.5514232070835844,0.7043944274777224,0.7302449877054761,0.8327615780445968,0.8327615780445968,0.8327615780445968,0.5717954313090942,0.5038557446992519,0.49277056284010334,0.7228833142748237,0.6817766522955202,0.7667011644016359,0.7286663807890222,0.5717954313090942,0.652340276434165,0.5951623440844401,0.7228833142748237,0.0,0.4434852623817746,0.36217394197498004,0.6710283756498303,0.8119425385934819,0.6166880275927081,0.7286663807890222,0.4762525364634132,0.7228833142748237,0.8327615780445968,0.5404010741216274,0.7228833142748237,0.451409200055311,0.48239273927419035,0.6754621688583952,0.8327615780445968,0.7025882879200872,0.7256922322960058,0.7667011644016359,0.7256922322960058,0.6874556721981055,0.5211010357601407,0.8327615780445968,0.49694982714580815,0.6785615507033799,0.8327615780445968,0.4959501635143475,0.5211449937677424,0.8327615780445968,0.774041210361965,0.4490574397205231,0.7024310058709505,0.6331635039031206,0.5051678690344061,0.598547384219554,0.8327615780445968,0.44749919455108134,0.47234434983255724,0.7134415730271526,0.2966713121783876,0.41742081447963797,0.7256922322960058,0.5726733305794656,0.5846680245854774,0.5708529839350709,0.7228833142748237,0.4823855962564689,0.8327615780445968,0.492476412900881,0.5141146131122545,0.570780363898988,0.31817223559162444,0.8327615780445968,0.47331645577518217,0.44898367694705094,0.652340276434165,0.7683216940292412
Roy Vasquez,0.5962603228228229,0.2635802469135803,0.6646859083191851,0.32176888426888434,0.6304514742014743,0.5962603228228229,0.39482102457186924,0.5282361588471572,0.5228580707714853,0.4970540598488713,0.5962603228228229,0.5962603228228229,0.4439225335249042,0.36555589680589684,0.3528255176788299,0.5487175925925926,0.660472972972973,0.5271082380457381,0.5930555555555556,0.4439225335249042,0.5130399100051053,0.4517686910167379,0.5896666666666667,0.2904188967109409,0.0,0.39063747671014104,0.5032144460596605,0.5813538147522523,0.441550873752855,0.5930555555555556,0.5049019607843137,0.6304514742014743,0.5962603228228229,0.6277589134125636,0.6053389522192578,0.31865361455205216,0.3453949582092884,0.6777777777777778,0.5962603228228229,0.5268817071578056,0.5634027777777778,0.5271082380457381,0.5634027777777778,0.5595144998370805,0.6053389522192578,0.5962603228228229,0.368218384502924,0.48585254164534125,0.5962603228228229,0.40860969387755103,0.4545085259343552,0.5962603228228229,0.5542163257007008,0.36997512346284667,0.5029431584786006,0.45334737479529413,0.36170203406531537,0.42856210702890396,0.5962603228228229,0.36503174603174604,0.3382002747725404,0.5108267646632604,0.21241774000563068,0.45022624434389136,0.5634027777777778,0.5547788354392128,0.4905167223935415,0.42809138706571703,0.5487175925925926,0.39348910256410263,0.5962603228228229,0.6646859083191851,0.4184336419753086,0.4142507981251167,0.3407604832977967,0.6777777777777778,0.5119047619047619,0.45052287581699346,0.4484849504380755,0.5501211311758188
Eric Wallace,0.6944770168855535,0.2713755498533724,0.4766494529334087,0.31959063799996457,0.7958447802197802,0.6944770168855535,0.4598564030728665,0.6944770168855535,0.6089838604803739,0.5789293828582831,0.6944770168855535,0.6944770168855535,0.5331001326259948,0.46145621710222545,0.5371858194996494,0.6218560808404558,0.5685639541394115,0.6926963065858469,0.6448869211145997,0.9903846153846154,0.5106448653570247,0.5119848742496542,0.6218560808404558,0.3789807006718771,0.6050393642305407,0.0,0.6615807371383432,0.6771150914634146,0.5142836473763016,0.6448869211145997,0.4308300431786591,0.7958447802197802,0.6944770168855535,0.8253205128205128,0.7958447802197802,0.3711426086616636,0.4328787667410714,0.5662864504776269,0.6944770168855535,0.6926963065858469,0.6126425750588697,0.5961184561483971,0.6126425750588697,0.6978228424801005,0.7958447802197802,0.6944770168855535,0.4492875425069192,0.5658827375444572,0.6944770168855535,0.5034293363606439,0.5737447729635229,0.6944770168855535,0.6455074836436235,0.455829447185519,0.610567679449991,0.5503589221708947,0.4212820139195453,0.59375,0.6944770168855535,0.3849585262345679,0.39390901749419277,0.5949707436328191,0.33958333333333335,0.752262443438914,0.6126425750588697,0.47757782870410387,0.6448869211145997,0.5628157491010006,0.6218560808404558,0.4824606247824573,0.6944770168855535,0.4766494529334087,0.45500354989752306,0.54461939741545,0.3468740664319689,0.6978228424801005,0.5210888441915228,0.752262443438914,0.5106448653570247,0.6407377239122667
Rachel Duran,0.6325722664432342,0.34099055066797,0.3641853966276791,0.2649688921377518,1.0,0.6325722664432342,0.434295903045903,0.5722938273371003,0.5546998554091875,0.5725921515268884,0.6325722664432342,0.6325722664432342,0.5742971673071089,0.4957983193277311,0.3679987049739794,0.5757828418594548,0.471389781567369,0.5708264072670051,0.7672287390029325,0.5742971673071089,0.611125921976362,0.5612980769230769,0.6187517106549365,0.3345543158069035,0.4669553139738868,0.3378218631218287,0.0,0.6167579597821533,0.5906959971150378,0.7672287390029325,0.45671198179499894,0.5757828418594548,0.6325722664432342,0.4788075648962746,0.5757828418594548,0.33805945398687337,0.3664293315680483,0.7112088628217661,0.5757828418594548,0.5708264072670051,0.7288673020527858,0.5271701779682649,0.7288673020527858,0.8768328445747801,0.46170729472140765,0.5757828418594548,0.386380591247792,0.4691668159786633,0.6325722664432342,0.6325722664432342,0.7209254709254709,0.5757828418594548,0.5351827696770574,0.5727617476609412,0.5245721233919504,0.4728434834463552,0.38372949986446186,0.45466131650607455,0.5757828418594548,0.38303677326257973,0.45169491525423733,0.6263091746962713,0.22535386992040218,0.2772575504091861,0.7288673020527858,0.3959542400027795,0.6156097262952103,0.4715401785714286,0.5757828418594548,0.501649560117302,0.6325722664432342,0.3641853966276791,0.5413224991854023,0.5055423816806746,0.43585643212508884,0.8768328445747801,0.6547619047619048,0.4727447146991739,0.4651266665023781,0.5836232220160792
Ryan Moreno,0.3722736866791745,0.170495275333985,0.196707171302307,0.1713162309819143,0.5,0.45922901676598027,0.2465055492875615,0.31488905985448223,0.38692400208337946,0.31033449695725357,0.4489182692307692,0.4489182692307692,0.28714858365355445,0.24789915966386555,0.26115805336354897,0.32315424190900566,0.3047781196123422,0.31408165200870153,0.38361436950146627,0.28714858365355445,0.3300869626696833,0.28064903846153844,0.32315424190900566,0.18132233392294075,0.2334776569869434,0.18672268090479877,0.32857142857142857,0.0,0.45922901676598027,0.38361436950146627,0.22835599089749947,0.32315424190900566,0.45922901676598027,0.25030816160763,0.32315424190900566,0.23991103156354515,0.2555982340151491,0.35560443141088305,0.3722736866791745,0.31408165200870153,0.3644336510263929,0.30515703643653486,0.3644336510263929,0.43841642228739003,0.24136858440735748,0.3722736866791745,0.222154034388269,0.3033408562295086,0.3722736866791745,0.3162861332216171,0.36046273546273544,0.3722736866791745,0.34602361902871986,0.2863808738304706,0.3722736866791745,0.3355633647983114,0.27232174420248867,0.32266000600961536,0.3722736866791745,0.20004786403890826,0.5817460317460317,0.3189334518106023,0.1326225008794559,0.21520580172078502,0.3644336510263929,0.3073375262054507,0.32182477920980995,0.25519134225706996,0.32315424190900566,0.250824780058651,0.3722736866791745,0.196707171302307,0.27066124959270116,0.2551588785492428,0.21792821606254442,0.43841642228739003,0.3273809523809524,0.23637235734958695,0.3300869626696833,0.3434667942575717
